set3_id,DataVizRoles_collapsed,RoleAsFreelance,RoleAsEmployee,YearsDataVizExperience_buckets,PayCurrency_cleaned,PayAnnual,PayHourly,PayComparison,Loc1Country,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,EmployChanged,EmployNewWanted,EducLevel,Gender_summarized
jpXe,Academic,[\unasked],Analyst,6-10,USD - United States Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Somewhat higher,United States,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,Yes,Bachelor’s degree,Woman
Kaxs,Employee,Developer,"Leadership (Manager, Director, VP, etc.)",16-20,USD - United States Dollar,"$180,000 - $199,999",[^not answered],Similar,United States,4,x,x,x,[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
fyhn,Academic,[\unasked],Analyst,1-5,USD - United States Dollar,"$120,000 - $139,999",[^not answered],Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Philanthropy,20–99 employees,No,No,Master’s (or similar graduate degree),Woman
Toga,Employee,Designer,Analyst,16-20,EUR - Euro Member Countries,[^not answered],[^not answered],[^not answered],Italy,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],,"1,000–4,999 employees",No,Yes,Master’s (or similar graduate degree),Woman
CVdi,Employee,[\unasked],Engineer,1-5,USD - United States Dollar,"$140,000 - $159,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],20–99 employees,No,Yes,[^not answered],[^not answered]
RCFF,EmployeeANDFreelance,[\unasked],None of these describes my role,6-10,USD - United States Dollar,"$40,000 - $59,999",[^not answered],Much lower,[^not answered],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",No,Yes,Master’s (or similar graduate degree),Man
OFIX,Employee,[\unasked],Engineer,6-10,USD - United States Dollar,"$140,000 - $159,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sports,Fewer than 20 employees,No,No,Bachelor’s degree,Man
GAbN,Employee,Designer,Designer,1-5,USD - United States Dollar,"$120,000 - $139,999",$75 - $99,Much higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,No,No,Bachelor’s degree,Woman
DulJ,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"Racial justice, advocacy and policy change",20–99 employees,Yes,No,Master’s (or similar graduate degree),Woman
TevM,Employee,Developer,"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,"$240,000 or more",$200 - $224,Somewhat higher,United States,2,[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],Fewer than 20 employees,No,No,Bachelor’s degree,Self-described or Prefer not to say
onuS,Employee,[\unasked],Developer,1-5,USD - United States Dollar,"$100,000 - $119,999",[^not answered],Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],data; education; research,20–99 employees,Yes,No,Master’s (or similar graduate degree),Man
zRsj,Freelance,[\unasked],Designer,1-5,USD - United States Dollar,"$120,000 - $139,999",[^not answered],Somewhat higher,United States,3,[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",No,No,Bachelor’s degree,Woman
GeMj,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Mobility; Fleet Rental; Car Rental,"5,000+ employees",Yes,No,Master’s (or similar graduate degree),Man
ZoZD,Employee,[\unasked],Developer,6-10,USD - United States Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Video gaming/simulation,100–499 employees,Yes,No,Master’s (or similar graduate degree),Woman
Zafx,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,No,Yes,Master’s (or similar graduate degree),Woman
zyAL,Employee,[\unasked],Designer,11-15,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,2,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],100–499 employees,No,Yes,Bachelor’s degree,Woman
srCF,Freelance,[\unasked],Designer,6-10,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],social science research,100–499 employees,No,No,Bachelor’s degree,Self-described or Prefer not to say
EYiF,EmployeeAND,[\unasked],Analyst,6-10,USD - United States Dollar,"$60,000 - $79,999",[^not answered],Similar,United States,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"1,000–4,999 employees",No,Yes,Master’s (or similar graduate degree),Man
WGZw,Employee,[\unasked],Analyst,6-10,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Much lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,100–499 employees,No,Yes,Master’s (or similar graduate degree),Woman
bzpB,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,Yes,Master’s (or similar graduate degree),Man
zlGZ,OtherCombo,[\unasked],"Leadership (Manager, Director, VP, etc.)",16-20,GBP - United Kingdom Pound,[^not answered],I am not compensated on an hourly or project basis,Somewhat higher,United Kingdom,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",[\unfinished],[\unfinished],[\unfinished],[\unfinished]
buil,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$140,000 - $159,999",[^not answered],Similar,United States,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],100–499 employees,No,Yes,[\unfinished],[\unfinished]
Johr,Employee,[\unasked],Developer,1-5,GBP - United Kingdom Pound,"$80,000 - $99,999",[^not answered],Similar,United Kingdom,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],500–999 employees,No,Yes,[\unfinished],[\unfinished]
EJXg,Employee,[\unasked],Developer,1-5,USD - United States Dollar,"$140,000 - $159,999",$30 - $44,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Gtng,Employee,[\unasked],Developer,6-10,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Somewhat lower,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Retail,"1,000–4,999 employees",No,Yes,[\unfinished],[\unfinished]
AdMO,Employee,[\unasked],Analyst,1-5,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Retail,"5,000+ employees",[\unfinished],[\unfinished],[\unfinished],[\unfinished]
UdPm,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,CHF - Switzerland Franc,"$140,000 - $159,999",[^not answered],Somewhat higher,Switzerland,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],100–499 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
wFQr,Employee,Designer,Analyst,1-5,USD - United States Dollar,"$80,000 - $99,999",$125 - $149,Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,20–99 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
LkFa,Employee,[\unasked],None of these describes my role,1-5,GBP - United Kingdom Pound,[^not answered],[^not answered],[^not answered],[^not answered],1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Fewer than 20 employees,No,No,[\unfinished],[\unfinished]
LHli,Employee,[\unasked],Analyst,1-5,EUR - Euro Member Countries,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,Germany,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"1,000–4,999 employees",No,Yes,[\unfinished],[\unfinished]
XulT,Employee,Designer,Designer,6-10,EUR - Euro Member Countries,"$10,000 - $19,999",I am not compensated on an hourly or project basis,Somewhat lower,Spain,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Fewer than 20 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
DVmN,EmployeeAND,[\unasked],"Leadership (Manager, Director, VP, etc.)",More than 30,USD - United States Dollar,"$100,000 - $119,999",[^not answered],Similar,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Early Childhood Education,100–499 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Zwan,Employee,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,"$100,000 - $119,999",[^not answered],Similar,United States,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"1,000–4,999 employees",No,No,[\unfinished],[\unfinished]
qXQZ,Employee,[\unasked],Analyst,1-5,CAD - Canada Dollar,[^not answered],[^not answered],Similar,Canada,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,20–99 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gYSb,Employee,[\unasked],Analyst,1-5,GBP - United Kingdom Pound,"$40,000 - $59,999",[^not answered],Similar,United Kingdom,3,x,[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],"5,000+ employees",[\unfinished],[\unfinished],[\unfinished],[\unfinished]
vMyf,Employee,[\unasked],Analyst,6-10,GBP - United Kingdom Pound,"$180,000 - $199,999",[^not answered],Somewhat higher,United Kingdom,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Energy,"5,000+ employees",No,No,[\unfinished],[\unfinished]
flVt,Employee,[\unasked],Designer,1-5,USD - United States Dollar,"$240,000 or more",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",[\unfinished],[\unfinished],[\unfinished],[\unfinished]
BIzj,Employee,[\unasked],Scientist,11-15,CAD - Canada Dollar,"$60,000 - $79,999",[^not answered],Somewhat higher,Canada,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Natural resources; forestry,Don’t know,No,Yes,[\unfinished],[\unfinished]
ahPk,Employee,[\unasked],Analyst,16-20,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Similar,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",[\unfinished],[\unfinished],[\unfinished],[\unfinished]
hpkS,Employee,[\unasked],Developer,11-15,USD - United States Dollar,"$140,000 - $159,999",[^not answered],Somewhat higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Sports,100–499 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
VvuI,Employee,[\unasked],Developer,6-10,EUR - Euro Member Countries,"$20,000 - $39,999",[^not answered],Somewhat lower,France,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,No,Yes,[\unfinished],[\unfinished]
DPWB,Employee,[\unasked],Analyst,16-20,USD - United States Dollar,"$120,000 - $139,999",[^not answered],Similar,United States,3,[^not chosen],x,x,[^not chosen],[^not chosen],x,[^not chosen],500–999 employees,Yes,Yes,[\unfinished],[\unfinished]
irbV,Employee,[\unasked],Engineer,1-5,USD - United States Dollar,"$140,000 - $159,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],100–499 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
cFMy,Hobbyist,[\unasked],Analyst,1-5,CAD - Canada Dollar,[^not answered],[^not answered],Much lower,Canada,0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"1,000–4,999 employees",Yes,Yes,[\unfinished],[\unfinished]
EBfV,Employee,Analyst,Analyst,6-10,USD - United States Dollar,[^not answered],[^not answered],[^not answered],United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Fewer than 20 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ZBBR,Employee,[\unasked],Analyst,1-5,EUR - Euro Member Countries,"$100,000 - $119,999",[^not answered],Similar,Switzerland,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],500–999 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
noHp,Skipped question,[\unasked],Analyst,Less than 1 year,USD - United States Dollar,"$140,000 - $159,999",[^not answered],Somewhat higher,United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Media,"5,000+ employees",[\unfinished],[\unfinished],[\unfinished],[\unfinished]
bYSR,Employee,[\unasked],Analyst,11-15,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",[\unfinished],[\unfinished],[\unfinished],[\unfinished]
fIbb,Employee,[\unasked],Scientist,6-10,GBP - United Kingdom Pound,[^not answered],I am not compensated on an hourly or project basis,Somewhat higher,United Kingdom,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",No,No,[\unfinished],[\unfinished]
KVei,EmployeeAND,[\unasked],"Leadership (Manager, Director, VP, etc.)",6-10,EUR - Euro Member Countries,"$100,000 - $119,999",[^not answered],Much higher,Greece,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],20–99 employees,No,No,[\unfinished],[\unfinished]
NoQu,EmployeeAND,[\unasked],"Leadership (Manager, Director, VP, etc.)",1-5,USD - United States Dollar,[^not answered],[^not answered],[^not answered],United States,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],Fewer than 20 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
leJA,FreelanceAND,[\unasked],Engineer,1-5,EUR - Euro Member Countries,"$20,000 - $39,999",[^not answered],Similar,Austria,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],500–999 employees,No,No,[\unfinished],[\unfinished]
TIsk,Employee,[\unasked],Analyst,Less than 1 year,GBP - United Kingdom Pound,"$60,000 - $79,999",[^not answered],Similar,United Kingdom,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],"5,000+ employees",Yes,No,[\unfinished],[\unfinished]
HPeP,Employee,[\unasked],Designer,1-5,NZD - New Zealand Dollar,"$60,000 - $79,999",[^not answered],Somewhat higher,New Zealand,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Agriculture,Fewer than 20 employees,[\unfinished],[\unfinished],[\unfinished],[\unfinished]
